TimePeriod,GeoType,GeoID,GeoRank,Geography,Number,Percent
2014-18,NTA2010,510,8,Pelham Bay-Country Club-City Island,"5,075",42.2
2014-18,NTA2010,513,8,Co-op City,"1,140",5.7
2014-18,NTA2010,514,8,East Concourse-Concourse Village,"14,839",62.3
2014-18,NTA2010,517,8,East Tremont,"6,707",41.7
2014-18,NTA2010,522,8,North Riverdale-Fieldston-Riverdale,"3,864",32.1
2014-18,NTA2010,526,8,Highbridge,"8,045",56.7
2014-18,NTA2010,527,8,Hunts Point,"5,680",59.7
2014-18,NTA2010,528,8,Van Cortlandt Village,"11,818",62.5
2014-18,NTA2010,529,8,Spuyten Duyvil-Kingsbridge,"5,105",36.1
2014-18,NTA2010,530,8,Kingsbridge Heights,"8,062",69.1
2014-18,NTA2010,531,8,Allerton-Pelham Gardens,"4,796",47.3
2014-18,NTA2010,533,8,Longwood,"4,759",48.6
2014-18,NTA2010,534,8,Melrose South-Mott Haven North,"4,956",32.3
2014-18,NTA2010,535,8,Morrisania-Melrose,"6,522",42.2
2014-18,NTA2010,536,8,University Heights-Morris Heights,"11,542",57.2
2014-18,NTA2010,537,8,Van Nest-Morris Park-Westchester Square,"6,271",60.6
2014-18,NTA2010,539,8,Mott Haven-Port Morris,"7,324",36.7
2014-18,NTA2010,540,8,Fordham South,"7,372",78.3
2014-18,NTA2010,541,8,Mount Hope,"12,488",68.2
2014-18,NTA2010,543,8,Norwood,"10,047",66.1
2014-18,NTA2010,544,8,Williamsbridge-Olinville,"10,862",45.7
2014-18,NTA2010,546,8,Parkchester,"10,175",75.9
2014-18,NTA2010,549,8,Pelham Parkway,"6,572",55.7
2014-18,NTA2010,552,8,Schuylerville-Throgs Neck-Edgewater Park,"6,904",38.6
2014-18,NTA2010,555,8,Soundview-Bruckner,"5,709",45.9
2014-18,NTA2010,559,8,Westchester-Unionport,"4,903",50.2
2014-18,NTA2010,562,8,Woodlawn-Wakefield,"8,834",54.9
2014-18,NTA2010,563,8,West Concourse,"9,761",71.1
2014-18,NTA2010,575,8,Crotona Park East,"2,850",34.2
2014-18,NTA2010,4709,8,Brooklyn Heights-Cobble Hill,"8,851",69.8
2014-18,NTA2010,4717,8,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"11,968",42.9
2014-18,NTA2010,4719,8,Brighton Beach,"8,763",55.7
2014-18,NTA2010,4721,8,Seagate-Coney Island,"3,369",26.7
2014-18,NTA2010,4723,8,West Brighton,706,8.0
2014-18,NTA2010,4725,8,Homecrest,"10,211",59.0
2014-18,NTA2010,4726,8,Gravesend,"4,551",36.4
2014-18,NTA2010,4727,8,Bath Beach,"7,245",59.9
2014-18,NTA2010,4728,8,Bensonhurst West,"22,882",72.1
2014-18,NTA2010,4729,8,Bensonhurst East,"16,623",69.6
2014-18,NTA2010,4730,8,Dyker Heights,"11,663",73.3
2014-18,NTA2010,4731,8,Bay Ridge,"24,879",66.5
2014-18,NTA2010,4732,8,Sunset Park West,"12,370",70.2
2014-18,NTA2010,4733,8,Carroll Gardens-Columbia Street-Red Hook,"13,830",70.6
2014-18,NTA2010,4734,8,Sunset Park East,"14,741",71.1
2014-18,NTA2010,4735,8,Stuyvesant Heights,"19,957",66.5
2014-18,NTA2010,4737,8,Park Slope-Gowanus,"26,365",78.4
2014-18,NTA2010,4738,8,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"8,678",41.4
2014-18,NTA2010,4740,8,Windsor Terrace,"6,729",68.8
2014-18,NTA2010,4741,8,Kensington-Ocean Parkway,"7,666",61.1
2014-18,NTA2010,4742,8,Flatbush,"29,165",70.8
2014-18,NTA2010,4743,8,Midwood,"13,435",67.2
2014-18,NTA2010,4744,8,Madison,"11,357",71.8
2014-18,NTA2010,4745,8,Georgetown-Marine Park-Bergen Beach-Mill Basin,"7,514",42.3
2014-18,NTA2010,4746,8,Ocean Parkway South,"4,413",59.4
2014-18,NTA2010,4750,8,Canarsie,"10,865",34.9
2014-18,NTA2010,4758,8,Flatlands,"13,237",54.1
2014-18,NTA2010,4760,8,Prospect Lefferts Gardens-Wingate,"22,140",74.6
2014-18,NTA2010,4761,8,Crown Heights North,"36,139",73.6
2014-18,NTA2010,4763,8,Crown Heights South,"11,051",68.4
2014-18,NTA2010,4764,8,Prospect Heights,"7,975",77.7
2014-18,NTA2010,4768,8,Fort Greene,"7,958",55.0
2014-18,NTA2010,4769,8,Clinton Hill,"12,036",66.1
2014-18,NTA2010,4772,8,Williamsburg,"3,969",45.7
2014-18,NTA2010,4773,8,North Side-South Side,"11,304",42.3
2014-18,NTA2010,4775,8,Bedford,"17,565",59.5
2014-18,NTA2010,4776,8,Greenpoint,"12,272",70.8
2014-18,NTA2010,4777,8,Bushwick North,"14,550",69.4
2014-18,NTA2010,4778,8,Bushwick South,"15,896",54.0
2014-18,NTA2010,4779,8,Ocean Hill,"8,355",56.6
2014-18,NTA2010,4781,8,Brownsville,"9,816",41.0
2014-18,NTA2010,4782,8,East New York,"14,184",36.7
2014-18,NTA2010,4783,8,Cypress Hills-City Line,"12,625",74.7
2014-18,NTA2010,4785,8,East New York (Pennsylvania Ave),"4,821",40.9
2014-18,NTA2010,4788,8,Borough Park,"17,920",62.1
2014-18,NTA2010,4790,8,East Williamsburg,"7,474",44.0
2014-18,NTA2010,4791,8,East Flatbush-Farragut,"14,022",69.3
2014-18,NTA2010,4793,8,Starrett City,402,5.9
2014-18,NTA2010,4795,8,Erasmus,"8,627",74.6
2014-18,NTA2010,4796,8,Rugby-Remsen Village,"16,169",70.0
2014-18,NTA2010,6101,8,Marble Hill-Inwood,"14,327",70.4
2014-18,NTA2010,6103,8,Central Harlem North-Polo Grounds,"15,425",38.5
2014-18,NTA2010,6104,8,Hamilton Heights,"17,291",81.4
2014-18,NTA2010,6106,8,Manhattanville,"5,737",64.1
2014-18,NTA2010,6109,8,Morningside Heights,"14,760",67.7
2014-18,NTA2010,6111,8,Central Harlem South,"11,807",52.3
2014-18,NTA2010,6112,8,Upper West Side,"53,726",71.1
2014-18,NTA2010,6113,8,Hudson Yards-Chelsea-Flatiron-Union Square,"20,839",42.1
2014-18,NTA2010,6114,8,Lincoln Square,"17,287",41.3
2014-18,NTA2010,6115,8,Clinton,"13,428",39.0
2014-18,NTA2010,6117,8,Midtown-Midtown South,"9,901",43.2
2014-18,NTA2010,6119,8,Turtle Bay-East Midtown,"13,357",35.9
2014-18,NTA2010,6120,8,Murray Hill-Kips Bay,"8,055",26.0
2014-18,NTA2010,6121,8,Gramercy,"7,385",44.0
2014-18,NTA2010,6122,8,East Village,"16,843",69.9
2014-18,NTA2010,6123,8,West Village,"27,496",64.7
2014-18,NTA2010,6124,8,SoHo-TriBeCa-Civic Center-Little Italy,"14,301",60.8
2014-18,NTA2010,6125,8,Battery Park City-Lower Manhattan,"8,584",32.2
2014-18,NTA2010,6127,8,Chinatown,"13,000",64.8
2014-18,NTA2010,6128,8,Lower East Side,"13,158",39.5
2014-18,NTA2010,6131,8,Lenox Hill-Roosevelt Island,"13,858",27.4
2014-18,NTA2010,6132,8,Yorkville,"15,368",32.5
2014-18,NTA2010,6133,8,East Harlem South,"7,824",29.1
2014-18,NTA2010,6134,8,East Harlem North,"9,537",35.5
2014-18,NTA2010,6135,8,Washington Heights North,"20,547",74.0
2014-18,NTA2010,6136,8,Washington Heights South,"24,086",74.3
2014-18,NTA2010,6140,8,Upper East Side-Carnegie Hill,"22,555",61.0
2014-18,NTA2010,6150,8,Stuyvesant Town-Cooper Village,"8,080",74.2
2014-18,NTA2010,8101,8,South Jamaica,"6,097",45.4
2014-18,NTA2010,8102,8,Springfield Gardens North,"2,109",19.0
2014-18,NTA2010,8103,8,Springfield Gardens South-Brookville,"1,942",30.9
2014-18,NTA2010,8105,8,Rosedale,"2,314",28.2
2014-18,NTA2010,8106,8,Jamaica Estates-Holliswood,"4,336",43.2
2014-18,NTA2010,8107,8,Hollis,"4,241",62.0
2014-18,NTA2010,8108,8,St. Albans,"9,083",54.3
2014-18,NTA2010,8110,8,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,"5,347",40.0
2014-18,NTA2010,8112,8,Hammels-Arverne-Edgemere,"3,277",21.7
2014-18,NTA2010,8115,8,Far Rockaway-Bayswater,"4,684",25.3
2014-18,NTA2010,8117,8,Forest Hills,"19,297",45.1
2014-18,NTA2010,8118,8,Rego Park,"5,506",41.2
2014-18,NTA2010,8119,8,Glendale,"9,768",74.8
2014-18,NTA2010,8120,8,Ridgewood,"19,141",72.2
2014-18,NTA2010,8121,8,Middle Village,"7,509",46.7
2014-18,NTA2010,8122,8,Flushing,"9,213",31.1
2014-18,NTA2010,8123,8,College Point,"4,492",53.2
2014-18,NTA2010,8125,8,Corona,"5,075",28.4
2014-18,NTA2010,8126,8,North Corona,"5,728",44.6
2014-18,NTA2010,8127,8,East Elmhurst,"4,924",67.5
2014-18,NTA2010,8128,8,Jackson Heights,"20,960",51.6
2014-18,NTA2010,8129,8,Elmhurst,"11,760",40.1
2014-18,NTA2010,8130,8,Maspeth,"7,306",61.5
2014-18,NTA2010,8131,8,Hunters Point-Sunnyside-West Maspeth,"18,366",53.0
2014-18,NTA2010,8133,8,Cambria Heights,"3,870",59.4
2014-18,NTA2010,8134,8,Queens Village,"11,007",67.2
2014-18,NTA2010,8135,8,Briarwood-Jamaica Hills,"5,822",38.6
2014-18,NTA2010,8137,8,Kew Gardens Hills,"5,864",41.1
2014-18,NTA2010,8138,8,Pomonok-Flushing Heights-Hillcrest,"4,310",33.8
2014-18,NTA2010,8141,8,Fresh Meadows-Utopia,"3,578",50.9
2014-18,NTA2010,8142,8,Oakland Gardens,"3,232",27.0
2014-18,NTA2010,8143,8,Bellerose,"4,501",51.4
2014-18,NTA2010,8144,8,Glen Oaks-Floral Park-New Hyde Park,"2,696",27.9
2014-18,NTA2010,8145,8,Douglas Manor-Douglaston-Little Neck,"2,640",25.8
2014-18,NTA2010,8146,8,Bayside-Bayside Hills,"7,522",44.8
2014-18,NTA2010,8147,8,Ft. Totten-Bay Terrace-Clearview,"1,144",10.3
2014-18,NTA2010,8148,8,Auburndale,"3,780",50.6
2014-18,NTA2010,8149,8,Whitestone,"3,688",29.5
2014-18,NTA2010,8150,8,Elmhurst-Maspeth,"2,977",34.3
2014-18,NTA2010,8151,8,Murray Hill,"8,609",45.7
2014-18,NTA2010,8152,8,East Flushing,"4,819",53.8
2014-18,NTA2010,8153,8,Woodhaven,"12,614",68.8
2014-18,NTA2010,8154,8,Richmond Hill,"13,165",71.0
2014-18,NTA2010,8155,8,South Ozone Park,"14,958",63.8
2014-18,NTA2010,8156,8,Ozone Park,"4,547",60.5
2014-18,NTA2010,8157,8,Lindenwood-Howard Beach,"2,242",19.7
2014-18,NTA2010,8160,8,Kew Gardens,"5,968",53.0
2014-18,NTA2010,8161,8,Jamaica,"8,135",48.0
2014-18,NTA2010,8162,8,Queensboro Hill,"2,788",44.2
2014-18,NTA2010,8163,8,Woodside,"7,436",43.7
2014-18,NTA2010,8166,8,Laurelton,"5,059",58.1
2014-18,NTA2010,8168,8,Queensbridge-Ravenswood-Long Island City,"6,044",65.3
2014-18,NTA2010,8170,8,Astoria,"23,165",60.7
2014-18,NTA2010,8171,8,Old Astoria,"6,066",45.4
2014-18,NTA2010,8172,8,Steinway,"13,846",61.8
2014-18,NTA2010,8176,8,Baisley Park,"5,726",47.7
2014-18,NTA2010,8501,8,Annadale-Huguenot-Prince's Bay-Eltingville,"1,020",9.4
2014-18,NTA2010,8505,8,New Springville-Bloomfield-Travis,"1,252",8.6
2014-18,NTA2010,8507,8,Westerleigh,"3,904",40.3
2014-18,NTA2010,8508,8,Grymes Hill-Clifton-Fox Hills,"2,655",31.2
2014-18,NTA2010,8511,8,Charleston-Richmond Valley-Tottenville,"1,643",18.9
2014-18,NTA2010,8512,8,Mariner's Harbor-Arlington-Port Ivory-Graniteville,"2,622",23.2
2014-18,NTA2010,8514,8,Grasmere-Arrochar-Ft. Wadsworth,"1,470",23.9
2014-18,NTA2010,8522,8,West New Brighton-New Brighton-St. George,"7,243",52.1
2014-18,NTA2010,8524,8,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,912,7.5
2014-18,NTA2010,8525,8,Oakwood-Oakwood Beach,803,9.6
2014-18,NTA2010,8528,8,Port Richmond,"3,914",54.5
2014-18,NTA2010,8532,8,Rossville-Woodrow,395,5.0
2014-18,NTA2010,8535,8,New Brighton-Silver Lake,"4,028",59.8
2014-18,NTA2010,8536,8,Old Town-Dongan Hills-South Beach,"1,605",17.0
2014-18,NTA2010,8537,8,Stapleton-Rosebank,"4,267",40.9
2014-18,NTA2010,8545,8,New Dorp-Midland Beach,"2,773",32.7
2014-18,NTA2010,8548,8,Arden Heights,404,4.2
2014-18,NTA2010,8554,8,Great Kills,"2,212",13.8
2014-18,CD,101,6,Financial District (CD1),"50,381",54.4
2014-18,CD,102,6,Greenwich Village and Soho (CD2),"50,381",54.4
2014-18,CD,103,6,Lower East Side and Chinatown (CD3),"43,001",55.5
2014-18,CD,104,6,Clinton and Chelsea (CD4),"44,168",41.4
2014-18,CD,105,6,Midtown (CD5),"44,168",41.4
2014-18,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),"36,877",38.4
2014-18,CD,107,6,Upper West Side (CD7),"71,013",60.4
2014-18,CD,108,6,Upper East Side (CD8),"51,781",38.4
2014-18,CD,109,6,Morningside Heights and Hamilton Heights (CD9),"37,788",72.7
2014-18,CD,110,6,Central Harlem (CD10),"27,232",43.5
2014-18,CD,111,6,East Harlem (CD11),"17,361",32.3
2014-18,CD,112,6,Washington Heights and Inwood (CD12),"58,960",73.2
2014-18,CD,201,6,Mott Haven and Melrose (CD1),"22,719",41.6
2014-18,CD,202,6,Hunts Point and Longwood (CD2),"22,719",41.6
2014-18,CD,203,6,Morrisania and Crotona (CD3),"26,654",43.5
2014-18,CD,204,6,Highbridge and Concourse (CD4),"32,645",63.1
2014-18,CD,205,6,Fordham and University Heights (CD5),"31,402",65.6
2014-18,CD,206,6,Belmont and East Tremont (CD6),"26,654",43.5
2014-18,CD,207,6,Kingsbridge Heights and Bedford (CD7),"33,324",70.4
2014-18,CD,208,6,Riverdale and Fieldston (CD8),"20,787",46.1
2014-18,CD,209,6,Parkchester and Soundview (CD9),"32,468",47.2
2014-18,CD,210,6,Throgs Neck and Co-op City (CD10),"13,119",26.3
2014-18,CD,211,6,Morris Park and Bronxdale (CD11),"24,944",52.6
2014-18,CD,212,6,Williamsbridge and Baychester (CD12),"24,656",46.9
2014-18,CD,301,6,Greenpoint and Williamsburg (CD1),"35,019",50.2
2014-18,CD,302,6,Fort Greene and Brooklyn Heights (CD2),"37,523",56.6
2014-18,CD,303,6,Bedford Stuyvesant (CD3),"37,522",63.0
2014-18,CD,304,6,Bushwick (CD4),"30,446",60.4
2014-18,CD,305,6,East New York and Starrett City (CD5),"27,211",43.6
2014-18,CD,306,6,Park Slope and Carroll Gardens (CD6),"40,195",75.5
2014-18,CD,307,6,Sunset Park (CD7),"33,840",70.3
2014-18,CD,308,6,Crown Heights and Prospect Heights (CD8),"44,114",74.3
2014-18,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),"33,191",72.4
2014-18,CD,310,6,Bay Ridge and Dyker Heights (CD10),"36,542",68.5
2014-18,CD,311,6,Bensonhurst (CD11),"46,750",69.0
2014-18,CD,312,6,Borough Park (CD12),"29,999",61.4
2014-18,CD,313,6,Coney Island (CD13),"17,389",35.0
2014-18,CD,314,6,Flatbush and Midwood (CD14),"42,600",69.6
2014-18,CD,315,6,Sheepshead Bay (CD15),"33,536",54.9
2014-18,CD,316,6,Brownsville (CD16),"22,992",45.5
2014-18,CD,317,6,East Flatbush (CD17),"38,818",70.7
2014-18,CD,318,6,Flatlands and Canarsie (CD18),"31,616",43.1
2014-18,CD,401,6,Long Island City and Astoria (CD1),"49,121",59.1
2014-18,CD,402,6,Woodside and Sunnyside (CD2),"28,779",47.7
2014-18,CD,403,6,Jackson Heights (CD3),"31,612",52.0
2014-18,CD,404,6,Elmhurst and Corona (CD4),"16,835",35.7
2014-18,CD,405,6,Ridgewood and Maspeth (CD5),"43,724",64.8
2014-18,CD,406,6,Rego Park and Forest Hills (CD6),"24,803",44.2
2014-18,CD,407,6,Flushing and Whitestone (CD7),"34,753",36.3
2014-18,CD,408,6,Hillcrest and Fresh Meadows (CD8),"23,910",40.4
2014-18,CD,409,6,Kew Gardens and Woodhaven (CD9),"31,747",66.0
2014-18,CD,410,6,South Ozone Park and Howard Beach (CD10),"21,747",51.3
2014-18,CD,411,6,Bayside and Little Neck (CD11),"17,174",37.0
2014-18,CD,412,6,Jamaica and Hollis (CD12),"35,391",45.9
2014-18,CD,413,6,Queens Village (CD13),"31,389",48.7
2014-18,CD,414,6,Rockaway and Broad Channel (CD14),"13,308",28.3
2014-18,CD,501,6,St. George and Stapleton (CD1),"28,633",42.3
2014-18,CD,502,6,South Beach and Willowbrook (CD2),"8,012",15.8
2014-18,CD,503,6,Tottenville and Great Kills (CD3),"6,477",10.5
2014-18,Subboro,1,5,Mott Haven/Hunts Point,"22,719",41.6
2014-18,Subboro,2,5,Morrisania/East Tremont,"26,664",43.5
2014-18,Subboro,3,5,Highbridge/South Concourse,"32,645",63.1
2014-18,Subboro,4,5,University Heights/Fordham,"31,402",65.6
2014-18,Subboro,5,5,Kingsbridge Heights/Mosholu,"33,324",70.4
2014-18,Subboro,6,5,Riverdale/Kingsbridge,"20,787",46.1
2014-18,Subboro,7,5,Soundview/Parkchester,"32,473",47.2
2014-18,Subboro,8,5,Throgs Neck/Co-op City,"13,143",26.3
2014-18,Subboro,9,5,Pelham Parkway,"24,944",52.6
2014-18,Subboro,10,5,Williamsbridge/Baychester,"24,691",46.9
2014-18,Subboro,11,5,Williamsburg/Greenpoint,"35,019",50.2
2014-18,Subboro,12,5,Brooklyn Heights/Fort Greene,"37,688",56.7
2014-18,Subboro,13,5,Bedford Stuyvesant,"37,522",63.0
2014-18,Subboro,14,5,Bushwick,"30,446",60.4
2014-18,Subboro,15,5,East New York/Starret City,"27,211",43.6
2014-18,Subboro,16,5,Park Slope/Carroll Gardens,"40,195",75.5
2014-18,Subboro,17,5,Sunset Park,"33,840",70.3
2014-18,Subboro,18,5,N. Crown Heights/Prospect Heights,"44,114",74.3
2014-18,Subboro,19,5,South Crown Heights,"33,191",72.4
2014-18,Subboro,20,5,Bay Ridge,"36,542",68.5
2014-18,Subboro,21,5,Bensonhurst,"46,750",69.0
2014-18,Subboro,22,5,Borough Park,"29,999",61.4
2014-18,Subboro,23,5,Coney Island,"17,389",35.0
2014-18,Subboro,24,5,Flatbush,"42,600",69.6
2014-18,Subboro,25,5,Sheepshead Bay/Gravesend,"33,536",54.9
2014-18,Subboro,26,5,Brownsville/Ocean Hill,"22,992",45.5
2014-18,Subboro,27,5,East Flatbush,"38,818",70.7
2014-18,Subboro,28,5,Flatlands/Canarsie,"31,616",43.1
2014-18,Subboro,29,5,Greenwich Village/Financial District,"50,422",54.4
2014-18,Subboro,30,5,Lower East Side/Chinatown,"43,001",55.5
2014-18,Subboro,31,5,Chelsea/Clinton/Midtown,"44,168",41.4
2014-18,Subboro,32,5,Stuyvesant Town/Turtle Bay,"36,877",38.4
2014-18,Subboro,33,5,Upper West Side,"71,013",60.4
2014-18,Subboro,34,5,Upper East Side,"51,781",38.4
2014-18,Subboro,35,5,Morningside Heights/Hamilton Heights,"37,788",72.7
2014-18,Subboro,36,5,Central Harlem,"27,232",43.5
2014-18,Subboro,37,5,East Harlem,"17,361",32.3
2014-18,Subboro,38,5,Washington Heights/Inwood,"58,960",73.2
2014-18,Subboro,39,5,Astoria,"49,121",59.1
2014-18,Subboro,40,5,Sunnyside/Woodside,"28,789",47.7
2014-18,Subboro,41,5,Jackson Heights,"31,612",52.0
2014-18,Subboro,42,5,Elmhurst/Corona,"16,835",35.7
2014-18,Subboro,43,5,Middle Village/Ridgewood,"43,728",64.7
2014-18,Subboro,44,5,Forest Hills/Rego Park,"24,803",44.2
2014-18,Subboro,45,5,Flushing/Whitestone,"34,753",36.3
2014-18,Subboro,46,5,Hillcrest/Fresh Meadows,"23,910",40.4
2014-18,Subboro,47,5,Kew Gardens/Woodhaven,"31,747",66.0
2014-18,Subboro,48,5,Howard Beach/South Ozone Park,"21,747",51.3
2014-18,Subboro,49,5,Bayside/Little Neck,"17,174",37.0
2014-18,Subboro,50,5,Jamaica,"35,391",45.9
2014-18,Subboro,51,5,Bellerose/Rosedale,"31,410",48.7
2014-18,Subboro,52,5,Rockaways,"13,311",28.3
2014-18,Subboro,53,5,North Shore,"28,633",42.3
2014-18,Subboro,54,5,Mid Island,"8,008",15.8
2014-18,Subboro,55,5,South Shore,"6,481",10.6
2014-18,UHF42,101,4,Kingsbridge - Riverdale,"15,788",39.8
2014-18,UHF42,102,4,Northeast Bronx,"26,881",36.2
2014-18,UHF42,103,4,Fordham - Bronx Pk,"61,618",64.8
2014-18,UHF42,104,4,Pelham - Throgs Neck,"54,108",46.7
2014-18,UHF42,105,4,Crotona -Tremont,"42,067",55.5
2014-18,UHF42,106,4,High Bridge - Morrisania,"41,666",52.5
2014-18,UHF42,107,4,Hunts Point - Mott Haven,"22,607",44.4
2014-18,UHF42,201,4,Greenpoint,"32,751",53.7
2014-18,UHF42,202,4,Downtown - Heights - Slope,"75,014",65.0
2014-18,UHF42,203,4,Bedford Stuyvesant - Crown Heights,"98,782",66.6
2014-18,UHF42,204,4,East New York,"35,457",47.8
2014-18,UHF42,205,4,Sunset Park,"28,377",71.6
2014-18,UHF42,206,4,Borough Park,"71,047",63.8
2014-18,UHF42,207,4,East Flatbush - Flatbush,"87,560",72.5
2014-18,UHF42,208,4,Canarsie - Flatlands,"29,473",38.5
2014-18,UHF42,209,4,Bensonhurst - Bay Ridge,"53,777",64.4
2014-18,UHF42,210,4,Coney Island - Sheepshead Bay,"59,609",50.0
2014-18,UHF42,211,4,Williamsburg - Bushwick,"47,621",55.7
2014-18,UHF42,301,4,Washington Heights,"76,561",75.7
2014-18,UHF42,302,4,Central Harlem - Morningside Heights,"36,933",46.1
2014-18,UHF42,303,4,East Harlem,"16,028",32.3
2014-18,UHF42,304,4,Upper West Side,"80,611",63.3
2014-18,UHF42,305,4,Upper East Side,"51,373",38.2
2014-18,UHF42,306,4,Chelsea - Clinton,"44,099",41.3
2014-18,UHF42,307,4,Gramercy Park - Murray Hill,"31,593",35.1
2014-18,UHF42,308,4,Greenwich Village - SoHo,"34,506",69.4
2014-18,UHF42,309,4,Union Square - Lower East Side,"54,173",55.3
2014-18,UHF42,310,4,Lower Manhattan,"10,783",32.5
2014-18,UHF42,401,4,Long Island City - Astoria,"59,398",56.9
2014-18,UHF42,402,4,West Queens,"75,494",46.7
2014-18,UHF42,403,4,Flushing - Clearview,"37,724",37.5
2014-18,UHF42,404,4,Bayside - Little Neck,"11,628",32.7
2014-18,UHF42,405,4,Ridgewood - Forest Hills,"59,996",54.9
2014-18,UHF42,406,4,Fresh Meadows,"14,311",38.6
2014-18,UHF42,407,4,Southwest Queens,"53,494",59.1
2014-18,UHF42,408,4,Jamaica,"46,107",45.1
2014-18,UHF42,409,4,Southeast Queens,"48,432",48.0
2014-18,UHF42,410,4,Rockaways,"13,311",28.3
2014-18,UHF42,501,4,Port Richmond,"11,677",45.9
2014-18,UHF42,502,4,Stapleton - St. George,"16,908",34.9
2014-18,UHF42,503,4,Willowbrook,"4,785",14.4
2014-18,UHF42,504,4,South Beach - Tottenville,"9,752",13.4
2014-18,Borough,1,1,Bronx,"262,792",49.9
2014-18,Borough,2,1,Brooklyn,"619,468",59.8
2014-18,Borough,3,1,Manhattan,"438,603",50.2
2014-18,Borough,4,1,Queens,"404,310",47.2
2014-18,Borough,5,1,Staten Island,"43,122",24.0
2014-18,Citywide,1,0,New York City,"1,768,295",50.9
2013-17,NTA2010,501,8,Claremont-Bathgate,"4,807",41.7
2013-17,NTA2010,503,8,Eastchester-Edenwald-Baychester,"4,778",37.9
2013-17,NTA2010,505,8,Bedford Park-Fordham North,"14,466",71.0
2013-17,NTA2010,506,8,Belmont,"5,600",57.4
2013-17,NTA2010,507,8,Bronxdale,"7,035",47.3
2013-17,NTA2010,508,8,West Farms-Bronx River,"6,404",50.0
2013-17,NTA2010,509,8,Soundview-Castle Hill-Clason Point-Harding Park,"4,628",23.0
2013-17,NTA2010,510,8,Pelham Bay-Country Club-City Island,"5,146",42.6
2013-17,NTA2010,513,8,Co-op City,"1,341",6.7
2013-17,NTA2010,514,8,East Concourse-Concourse Village,"14,582",61.7
2013-17,NTA2010,517,8,East Tremont,"6,777",42.3
2013-17,NTA2010,522,8,North Riverdale-Fieldston-Riverdale,"3,781",31.4
2013-17,NTA2010,526,8,Highbridge,"8,022",57.0
2013-17,NTA2010,527,8,Hunts Point,"6,008",62.9
2013-17,NTA2010,528,8,Van Cortlandt Village,"11,663",61.5
2013-17,NTA2010,529,8,Spuyten Duyvil-Kingsbridge,"5,319",36.9
2013-17,NTA2010,530,8,Kingsbridge Heights,"8,062",69.6
2013-17,NTA2010,531,8,Allerton-Pelham Gardens,"4,610",46.2
2013-17,NTA2010,533,8,Longwood,"5,097",52.5
2013-17,NTA2010,534,8,Melrose South-Mott Haven North,"5,334",35.4
2013-17,NTA2010,535,8,Morrisania-Melrose,"7,061",46.6
2013-17,NTA2010,536,8,University Heights-Morris Heights,"11,523",57.1
2013-17,NTA2010,537,8,Van Nest-Morris Park-Westchester Square,"6,504",62.6
2013-17,NTA2010,539,8,Mott Haven-Port Morris,"8,842",44.5
2013-17,NTA2010,540,8,Fordham South,"7,135",76.2
2013-17,NTA2010,541,8,Mount Hope,"12,274",67.8
2013-17,NTA2010,543,8,Norwood,"9,914",64.7
2013-17,NTA2010,544,8,Williamsbridge-Olinville,"10,500",45.0
2013-17,NTA2010,546,8,Parkchester,"10,273",77.1
2013-17,NTA2010,549,8,Pelham Parkway,"6,868",58.0
2013-17,NTA2010,552,8,Schuylerville-Throgs Neck-Edgewater Park,"7,219",40.4
2013-17,NTA2010,555,8,Soundview-Bruckner,"5,803",46.6
2013-17,NTA2010,559,8,Westchester-Unionport,"4,743",48.6
2013-17,NTA2010,562,8,Woodlawn-Wakefield,"8,324",52.1
2013-17,NTA2010,563,8,West Concourse,"9,379",68.4
2013-17,NTA2010,575,8,Crotona Park East,"2,920",35.6
2013-17,NTA2010,4709,8,Brooklyn Heights-Cobble Hill,"8,825",70.1
2013-17,NTA2010,4717,8,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"12,231",43.4
2013-17,NTA2010,4719,8,Brighton Beach,"9,026",56.1
2013-17,NTA2010,4721,8,Seagate-Coney Island,"3,234",25.9
2013-17,NTA2010,4723,8,West Brighton,684,7.7
2013-17,NTA2010,4725,8,Homecrest,"9,701",56.7
2013-17,NTA2010,4726,8,Gravesend,"4,661",37.8
2013-17,NTA2010,4727,8,Bath Beach,"6,953",57.6
2013-17,NTA2010,4728,8,Bensonhurst West,"22,860",71.8
2013-17,NTA2010,4729,8,Bensonhurst East,"16,589",69.2
2013-17,NTA2010,4730,8,Dyker Heights,"11,770",73.9
2013-17,NTA2010,4731,8,Bay Ridge,"25,078",66.9
2013-17,NTA2010,4732,8,Sunset Park West,"12,636",71.0
2013-17,NTA2010,4733,8,Carroll Gardens-Columbia Street-Red Hook,"13,710",70.2
2013-17,NTA2010,4734,8,Sunset Park East,"15,121",71.9
2013-17,NTA2010,4735,8,Stuyvesant Heights,"19,251",65.6
2013-17,NTA2010,4737,8,Park Slope-Gowanus,"26,282",78.1
2013-17,NTA2010,4738,8,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"8,678",43.7
