TimePeriod,GeoType,GeoID,GeoRank,Geography,Number,Percent
2012-16,CD,303,6,Bedford Stuyvesant (CD3),"37,223",63.8
2012-16,CD,304,6,Bushwick (CD4),"31,852",64.4
2012-16,CD,305,6,East New York and Starrett City (CD5),"26,267",43.4
2012-16,CD,306,6,Park Slope and Carroll Gardens (CD6),"40,500",76.3
2012-16,CD,307,6,Sunset Park (CD7),"35,403",72.3
2012-16,CD,308,6,Crown Heights and Prospect Heights (CD8),"43,221",74.2
2012-16,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),"32,917",72.9
2012-16,CD,310,6,Bay Ridge and Dyker Heights (CD10),"36,900",69.2
2012-16,CD,311,6,Bensonhurst (CD11),"46,563",68.8
2012-16,CD,312,6,Borough Park (CD12),"31,538",63.7
2012-16,CD,313,6,Coney Island (CD13),"17,451",35.7
2012-16,CD,314,6,Flatbush and Midwood (CD14),"41,978",69.3
2012-16,CD,315,6,Sheepshead Bay (CD15),"32,604",53.3
2012-16,CD,316,6,Brownsville (CD16),"20,455",41.9
2012-16,CD,317,6,East Flatbush (CD17),"38,620",70.7
2012-16,CD,318,6,Flatlands and Canarsie (CD18),"27,550",37.7
2012-16,CD,401,6,Long Island City and Astoria (CD1),"46,788",57.9
2012-16,CD,402,6,Woodside and Sunnyside (CD2),"30,288",52.6
2012-16,CD,403,6,Jackson Heights (CD3),"29,981",49.5
2012-16,CD,404,6,Elmhurst and Corona (CD4),"18,271",38.4
2012-16,CD,405,6,Ridgewood and Maspeth (CD5),"43,558",65.0
2012-16,CD,406,6,Rego Park and Forest Hills (CD6),"25,354",45.7
2012-16,CD,407,6,Flushing and Whitestone (CD7),"32,345",33.9
2012-16,CD,408,6,Hillcrest and Fresh Meadows (CD8),"23,084",39.5
2012-16,CD,409,6,Kew Gardens and Woodhaven (CD9),"32,208",66.0
2012-16,CD,410,6,South Ozone Park and Howard Beach (CD10),"20,971",49.3
2012-16,CD,411,6,Bayside and Little Neck (CD11),"17,102",37.3
2012-16,CD,412,6,Jamaica and Hollis (CD12),"34,542",45.2
2012-16,CD,413,6,Queens Village (CD13),"30,942",48.2
2012-16,CD,414,6,Rockaway and Broad Channel (CD14),"13,483",29.4
2012-16,CD,501,6,St. George and Stapleton (CD1),"28,014",41.7
2012-16,CD,502,6,South Beach and Willowbrook (CD2),"7,888",15.6
2012-16,CD,503,6,Tottenville and Great Kills (CD3),"6,595",10.8
2012-16,Subboro,1,5,Mott Haven/Hunts Point,"26,241",48.7
2012-16,Subboro,2,5,Morrisania/East Tremont,"28,390",46.8
2012-16,Subboro,3,5,Highbridge/South Concourse,"31,841",62.2
2012-16,Subboro,4,5,University Heights/Fordham,"31,621",66.1
2012-16,Subboro,5,5,Kingsbridge Heights/Mosholu,"32,849",69.7
2012-16,Subboro,6,5,Riverdale/Kingsbridge,"20,695",46.0
2012-16,Subboro,7,5,Soundview/Parkchester,"31,908",46.6
2012-16,Subboro,8,5,Throgs Neck/Co-op City,"13,490",27.1
2012-16,Subboro,9,5,Pelham Parkway,"24,389",52.1
2012-16,Subboro,10,5,Williamsbridge/Baychester,"24,006",46.6
2012-16,Subboro,11,5,Williamsburg/Greenpoint,"35,398",52.7
2012-16,Subboro,12,5,Brooklyn Heights/Fort Greene,"37,760",59.7
2012-16,Subboro,13,5,Bedford Stuyvesant,"37,223",63.8
2012-16,Subboro,14,5,Bushwick,"31,852",64.4
2012-16,Subboro,15,5,East New York/Starret City,"26,267",43.4
2012-16,Subboro,16,5,Park Slope/Carroll Gardens,"40,500",76.3
2012-16,Subboro,17,5,Sunset Park,"35,403",72.3
2012-16,Subboro,18,5,N. Crown Heights/Prospect Heights,"43,221",74.2
2012-16,Subboro,19,5,South Crown Heights,"32,917",72.9
2012-16,Subboro,20,5,Bay Ridge,"36,900",69.2
2012-16,Subboro,21,5,Bensonhurst,"46,563",68.8
2012-16,Subboro,22,5,Borough Park,"31,538",63.7
2012-16,Subboro,23,5,Coney Island,"17,451",35.7
2012-16,Subboro,24,5,Flatbush,"41,978",69.3
2012-16,Subboro,25,5,Sheepshead Bay/Gravesend,"32,604",53.3
2012-16,Subboro,26,5,Brownsville/Ocean Hill,"20,455",41.9
2012-16,Subboro,27,5,East Flatbush,"38,628",70.7
2012-16,Subboro,28,5,Flatlands/Canarsie,"27,550",37.7
2012-16,Subboro,29,5,Greenwich Village/Financial District,"51,210",55.5
2012-16,Subboro,30,5,Lower East Side/Chinatown,"41,697",53.6
2012-16,Subboro,31,5,Chelsea/Clinton/Midtown,"45,503",43.5
2012-16,Subboro,32,5,Stuyvesant Town/Turtle Bay,"36,382",37.8
2012-16,Subboro,33,5,Upper West Side,"71,462",60.9
2012-16,Subboro,34,5,Upper East Side,"53,231",38.9
2012-16,Subboro,35,5,Morningside Heights/Hamilton Heights,"37,238",72.3
2012-16,Subboro,36,5,Central Harlem,"27,381",45.5
2012-16,Subboro,37,5,East Harlem,"16,707",32.4
2012-16,Subboro,38,5,Washington Heights/Inwood,"59,580",75.8
2012-16,Subboro,39,5,Astoria,"46,788",57.9
2012-16,Subboro,40,5,Sunnyside/Woodside,"30,288",52.6
2012-16,Subboro,41,5,Jackson Heights,"29,981",49.5
2012-16,Subboro,42,5,Elmhurst/Corona,"18,271",38.4
2012-16,Subboro,43,5,Middle Village/Ridgewood,"43,572",65.0
2012-16,Subboro,44,5,Forest Hills/Rego Park,"25,354",45.7
2012-16,Subboro,45,5,Flushing/Whitestone,"32,345",33.9
2012-16,Subboro,46,5,Hillcrest/Fresh Meadows,"23,088",39.4
2012-16,Subboro,47,5,Kew Gardens/Woodhaven,"32,233",66.0
2012-16,Subboro,48,5,Howard Beach/South Ozone Park,"20,971",49.3
2012-16,Subboro,49,5,Bayside/Little Neck,"17,102",37.3
2012-16,Subboro,50,5,Jamaica,"34,542",45.2
2012-16,Subboro,51,5,Bellerose/Rosedale,"30,949",48.2
2012-16,Subboro,52,5,Rockaways,"13,483",29.4
2012-16,Subboro,53,5,North Shore,"28,014",41.7
2012-16,Subboro,54,5,Mid Island,"7,884",15.6
2012-16,Subboro,55,5,South Shore,"6,599",10.8
2012-16,UHF42,101,4,Kingsbridge - Riverdale,"15,905",40.5
2012-16,UHF42,102,4,Northeast Bronx,"26,826",36.5
2012-16,UHF42,103,4,Fordham - Bronx Pk,"58,793",63.1
2012-16,UHF42,104,4,Pelham - Throgs Neck,"54,281",46.9
2012-16,UHF42,105,4,Crotona -Tremont,"43,537",57.4
2012-16,UHF42,106,4,High Bridge - Morrisania,"42,301",54.1
2012-16,UHF42,107,4,Hunts Point - Mott Haven,"25,609",50.8
2012-16,UHF42,201,4,Greenpoint,"33,027",56.3
2012-16,UHF42,202,4,Downtown - Heights - Slope,"75,323",67.1
2012-16,UHF42,203,4,Bedford Stuyvesant - Crown Heights,"95,186",65.2
2012-16,UHF42,204,4,East New York,"34,419",47.9
2012-16,UHF42,205,4,Sunset Park,"29,827",73.7
2012-16,UHF42,206,4,Borough Park,"74,146",65.8
2012-16,UHF42,207,4,East Flatbush - Flatbush,"87,420",73.1
2012-16,UHF42,208,4,Canarsie - Flatlands,"24,233",32.0
2012-16,UHF42,209,4,Bensonhurst - Bay Ridge,"52,840",63.9
2012-16,UHF42,210,4,Coney Island - Sheepshead Bay,"58,726",49.6
2012-16,UHF42,211,4,Williamsburg - Bushwick,"49,061",58.8
2012-16,UHF42,301,4,Washington Heights,"76,983",77.5
2012-16,UHF42,302,4,Central Harlem - Morningside Heights,"36,342",47.1
2012-16,UHF42,303,4,East Harlem,"15,530",32.6
2012-16,UHF42,304,4,Upper West Side,"81,450",64.0
2012-16,UHF42,305,4,Upper East Side,"52,795",38.6
2012-16,UHF42,306,4,Chelsea - Clinton,"45,587",43.5
2012-16,UHF42,307,4,Gramercy Park - Murray Hill,"30,767",34.4
2012-16,UHF42,308,4,Greenwich Village - SoHo,"34,867",69.6
2012-16,UHF42,309,4,Union Square - Lower East Side,"53,925",54.7
2012-16,UHF42,310,4,Lower Manhattan,"10,323",32.2
2012-16,UHF42,401,4,Long Island City - Astoria,"57,186",57.8
2012-16,UHF42,402,4,West Queens,"76,668",47.4
2012-16,UHF42,403,4,Flushing - Clearview,"34,852",34.9
2012-16,UHF42,404,4,Bayside - Little Neck,"11,885",33.8
2012-16,UHF42,405,4,Ridgewood - Forest Hills,"60,400",55.8
2012-16,UHF42,406,4,Fresh Meadows,"13,493",36.7
2012-16,UHF42,407,4,Southwest Queens,"53,204",58.2
2012-16,UHF42,408,4,Jamaica,"45,417",44.8
2012-16,UHF42,409,4,Southeast Queens,"47,531",47.4
2012-16,UHF42,410,4,Rockaways,"13,483",29.4
2012-16,UHF42,501,4,Port Richmond,"11,464",45.6
2012-16,UHF42,502,4,Stapleton - St. George,"16,306",33.9
2012-16,UHF42,503,4,Willowbrook,"4,955",15.0
2012-16,UHF42,504,4,South Beach - Tottenville,"9,772",13.5
2012-16,Borough,1,1,Bronx,"265,430",50.8
2012-16,Borough,2,1,Brooklyn,"614,208",60.1
2012-16,Borough,3,1,Manhattan,"440,391",50.8
2012-16,Borough,4,1,Queens,"398,960",47.1
2012-16,Borough,5,1,Staten Island,"42,497",23.8
2012-16,Citywide,1,0,New York City,"1,761,486",51.3
2011-15,NTA2010,501,8,Claremont-Bathgate,"5,199",46.4
2011-15,NTA2010,503,8,Eastchester-Edenwald-Baychester,"4,181",33.7
2011-15,NTA2010,505,8,Bedford Park-Fordham North,"14,968",74.4
2011-15,NTA2010,506,8,Belmont,"5,892",61.1
2011-15,NTA2010,507,8,Bronxdale,"6,258",43.0
2011-15,NTA2010,508,8,West Farms-Bronx River,"6,702",51.8
2011-15,NTA2010,509,8,Soundview-Castle Hill-Clason Point-Harding Park,"4,128",20.6
2011-15,NTA2010,510,8,Pelham Bay-Country Club-City Island,"5,435",44.5
2011-15,NTA2010,513,8,Co-op City,"1,331",6.7
2011-15,NTA2010,514,8,East Concourse-Concourse Village,"15,039",64.1
2011-15,NTA2010,517,8,East Tremont,"6,793",43.3
2011-15,NTA2010,522,8,North Riverdale-Fieldston-Riverdale,"3,885",32.1
2011-15,NTA2010,526,8,Highbridge,"7,345",53.1
2011-15,NTA2010,527,8,Hunts Point,"5,704",59.4
2011-15,NTA2010,528,8,Van Cortlandt Village,"11,638",62.4
2011-15,NTA2010,529,8,Spuyten Duyvil-Kingsbridge,"5,016",34.9
2011-15,NTA2010,530,8,Kingsbridge Heights,"7,634",67.1
2011-15,NTA2010,531,8,Allerton-Pelham Gardens,"4,764",47.5
2011-15,NTA2010,533,8,Longwood,"5,007",53.2
2011-15,NTA2010,534,8,Melrose South-Mott Haven North,"6,311",42.4
2011-15,NTA2010,535,8,Morrisania-Melrose,"6,774",45.7
2011-15,NTA2010,536,8,University Heights-Morris Heights,"11,584",58.0
2011-15,NTA2010,537,8,Van Nest-Morris Park-Westchester Square,"6,381",60.9
2011-15,NTA2010,539,8,Mott Haven-Port Morris,"9,123",46.8
2011-15,NTA2010,540,8,Fordham South,"6,999",76.1
2011-15,NTA2010,541,8,Mount Hope,"13,299",72.6
2011-15,NTA2010,543,8,Norwood,"10,179",66.9
2011-15,NTA2010,544,8,Williamsbridge-Olinville,"11,102",48.5
2011-15,NTA2010,546,8,Parkchester,"9,396",70.3
2011-15,NTA2010,549,8,Pelham Parkway,"6,304",53.2
2011-15,NTA2010,552,8,Schuylerville-Throgs Neck-Edgewater Park,"6,925",38.6
2011-15,NTA2010,555,8,Soundview-Bruckner,"6,668",53.6
2011-15,NTA2010,559,8,Westchester-Unionport,"4,720",48.8
2011-15,NTA2010,562,8,Woodlawn-Wakefield,"8,875",55.6
2011-15,NTA2010,563,8,West Concourse,"8,793",64.5
2011-15,NTA2010,575,8,Crotona Park East,"3,083",38.8
2011-15,NTA2010,4709,8,Brooklyn Heights-Cobble Hill,"9,045",71.5
2011-15,NTA2010,4717,8,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"11,779",41.8
2011-15,NTA2010,4719,8,Brighton Beach,"8,529",54.2
2011-15,NTA2010,4721,8,Seagate-Coney Island,"2,970",24.4
2011-15,NTA2010,4723,8,West Brighton,961,10.9
2011-15,NTA2010,4725,8,Homecrest,"9,535",56.1
2011-15,NTA2010,4726,8,Gravesend,"4,757",39.9
2011-15,NTA2010,4727,8,Bath Beach,"6,835",57.0
2011-15,NTA2010,4728,8,Bensonhurst West,"23,174",72.5
2011-15,NTA2010,4729,8,Bensonhurst East,"16,494",69.8
2011-15,NTA2010,4730,8,Dyker Heights,"11,874",73.1
2011-15,NTA2010,4731,8,Bay Ridge,"26,032",69.1
2011-15,NTA2010,4732,8,Sunset Park West,"13,228",72.6
2011-15,NTA2010,4733,8,Carroll Gardens-Columbia Street-Red Hook,"13,735",71.7
2011-15,NTA2010,4734,8,Sunset Park East,"16,317",75.3
2011-15,NTA2010,4735,8,Stuyvesant Heights,"20,023",69.1
2011-15,NTA2010,4737,8,Park Slope-Gowanus,"27,012",79.9
2011-15,NTA2010,4738,8,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"8,407",44.9
2011-15,NTA2010,4740,8,Windsor Terrace,"6,670",67.9
2011-15,NTA2010,4741,8,Kensington-Ocean Parkway,"7,752",61.5
2011-15,NTA2010,4742,8,Flatbush,"27,353",67.9
2011-15,NTA2010,4743,8,Midwood,"13,598",68.0
2011-15,NTA2010,4744,8,Madison,"11,354",70.9
2011-15,NTA2010,4745,8,Georgetown-Marine Park-Bergen Beach-Mill Basin,"7,278",40.4
2011-15,NTA2010,4746,8,Ocean Parkway South,"4,472",61.2
2011-15,NTA2010,4750,8,Canarsie,"5,463",18.1
2011-15,NTA2010,4758,8,Flatlands,"13,286",53.7
2011-15,NTA2010,4760,8,Prospect Lefferts Gardens-Wingate,"21,657",75.1
2011-15,NTA2010,4761,8,Crown Heights North,"33,891",71.7
2011-15,NTA2010,4763,8,Crown Heights South,"11,217",70.7
2011-15,NTA2010,4764,8,Prospect Heights,"8,199",80.7
2011-15,NTA2010,4768,8,Fort Greene,"7,756",57.3
2011-15,NTA2010,4769,8,Clinton Hill,"12,045",69.8
2011-15,NTA2010,4772,8,Williamsburg,"3,945",45.6
2011-15,NTA2010,4773,8,North Side-South Side,"12,033",50.1
2011-15,NTA2010,4775,8,Bedford,"17,510",60.6
2011-15,NTA2010,4776,8,Greenpoint,"12,293",71.9
2011-15,NTA2010,4777,8,Bushwick North,"15,607",76.0
2011-15,NTA2010,4778,8,Bushwick South,"16,362",57.0
2011-15,NTA2010,4779,8,Ocean Hill,"7,062",50.6
2011-15,NTA2010,4781,8,Brownsville,"8,660",37.3
2011-15,NTA2010,4782,8,East New York,"13,114",35.6
2011-15,NTA2010,4783,8,Cypress Hills-City Line,"11,990",71.9
2011-15,NTA2010,4785,8,East New York (Pennsylvania Ave),"4,720",42.7
2011-15,NTA2010,4788,8,Borough Park,"20,297",67.7
2011-15,NTA2010,4790,8,East Williamsburg,"7,767",46.9
2011-15,NTA2010,4791,8,East Flatbush-Farragut,"14,127",71.6
2011-15,NTA2010,4793,8,Starrett City,359,5.5
2011-15,NTA2010,4795,8,Erasmus,"9,097",80.2
2011-15,NTA2010,4796,8,Rugby-Remsen Village,"15,157",66.3
2011-15,NTA2010,6101,8,Marble Hill-Inwood,"14,071",72.0
2011-15,NTA2010,6103,8,Central Harlem North-Polo Grounds,"15,467",40.9
2011-15,NTA2010,6104,8,Hamilton Heights,"17,016",82.7
2011-15,NTA2010,6106,8,Manhattanville,"5,249",60.2
2011-15,NTA2010,6109,8,Morningside Heights,"14,869",68.1
2011-15,NTA2010,6111,8,Central Harlem South,"11,474",53.2
2011-15,NTA2010,6112,8,Upper West Side,"54,545",72.3
2011-15,NTA2010,6113,8,Hudson Yards-Chelsea-Flatiron-Union Square,"22,544",46.3
2011-15,NTA2010,6114,8,Lincoln Square,"16,177",39.1
2011-15,NTA2010,6115,8,Clinton,"12,685",39.7
2011-15,NTA2010,6117,8,Midtown-Midtown South,"10,382",46.7
2011-15,NTA2010,6119,8,Turtle Bay-East Midtown,"13,583",36.3
2011-15,NTA2010,6120,8,Murray Hill-Kips Bay,"8,312",26.7
2011-15,NTA2010,6121,8,Gramercy,"6,175",36.6
2011-15,NTA2010,6122,8,East Village,"17,294",70.2
2011-15,NTA2010,6123,8,West Village,"28,044",64.7
2011-15,NTA2010,6124,8,SoHo-TriBeCa-Civic Center-Little Italy,"14,394",62.5
2011-15,NTA2010,6125,8,Battery Park City-Lower Manhattan,"8,147",31.7
2011-15,NTA2010,6127,8,Chinatown,"12,686",63.2
2011-15,NTA2010,6128,8,Lower East Side,"12,160",36.8
2011-15,NTA2010,6131,8,Lenox Hill-Roosevelt Island,"16,419",31.9
2011-15,NTA2010,6132,8,Yorkville,"14,769",30.4
2011-15,NTA2010,6133,8,East Harlem South,"7,585",29.9
2011-15,NTA2010,6134,8,East Harlem North,"9,049",35.5
2011-15,NTA2010,6135,8,Washington Heights North,"21,819",80.1
2011-15,NTA2010,6136,8,Washington Heights South,"24,159",77.9
2011-15,NTA2010,6140,8,Upper East Side-Carnegie Hill,"22,487",60.2
2011-15,NTA2010,6150,8,Stuyvesant Town-Cooper Village,"8,870",82.3
2011-15,NTA2010,8101,8,South Jamaica,"5,529",40.8
2011-15,NTA2010,8102,8,Springfield Gardens North,"1,823",16.8
2011-15,NTA2010,8103,8,Springfield Gardens South-Brookville,"1,897",30.6
2011-15,NTA2010,8105,8,Rosedale,"2,426",30.2
2011-15,NTA2010,8106,8,Jamaica Estates-Holliswood,"4,120",41.5
2011-15,NTA2010,8107,8,Hollis,"4,043",61.3
2011-15,NTA2010,8108,8,St. Albans,"8,990",54.3
2011-15,NTA2010,8110,8,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,"5,739",43.5
2011-15,NTA2010,8112,8,Hammels-Arverne-Edgemere,"3,258",22.9
2011-15,NTA2010,8115,8,Far Rockaway-Bayswater,"5,026",27.7
2011-15,NTA2010,8117,8,Forest Hills,"19,977",47.3
2011-15,NTA2010,8118,8,Rego Park,"5,389",40.7
2011-15,NTA2010,8119,8,Glendale,"9,703",76.0
2011-15,NTA2010,8120,8,Ridgewood,"19,360",73.4
2011-15,NTA2010,8121,8,Middle Village,"7,986",49.7
2011-15,NTA2010,8122,8,Flushing,"6,457",22.5
2011-15,NTA2010,8123,8,College Point,"3,517",40.7
2011-15,NTA2010,8125,8,Corona,"4,947",27.8
2011-15,NTA2010,8126,8,North Corona,"5,775",43.2
2011-15,NTA2010,8127,8,East Elmhurst,"4,075",57.4
2011-15,NTA2010,8128,8,Jackson Heights,"20,473",50.8
2011-15,NTA2010,8129,8,Elmhurst,"13,539",45.8
2011-15,NTA2010,8130,8,Maspeth,"7,291",62.7
2011-15,NTA2010,8131,8,Hunters Point-Sunnyside-West Maspeth,"18,450",60.4
2011-15,NTA2010,8133,8,Cambria Heights,"3,885",60.7
2011-15,NTA2010,8134,8,Queens Village,"11,066",67.2
2011-15,NTA2010,8135,8,Briarwood-Jamaica Hills,"5,713",39.1
2011-15,NTA2010,8137,8,Kew Gardens Hills,"5,529",38.8
2011-15,NTA2010,8138,8,Pomonok-Flushing Heights-Hillcrest,"3,612",29.0
2011-15,NTA2010,8141,8,Fresh Meadows-Utopia,"3,239",46.5
2011-15,NTA2010,8142,8,Oakland Gardens,"3,287",28.3
2011-15,NTA2010,8143,8,Bellerose,"4,516",51.4
2011-15,NTA2010,8144,8,Glen Oaks-Floral Park-New Hyde Park,"2,353",24.2
2011-15,NTA2010,8145,8,Douglas Manor-Douglaston-Little Neck,"3,086",30.5
2011-15,NTA2010,8146,8,Bayside-Bayside Hills,"7,208",43.1
2011-15,NTA2010,8147,8,Ft. Totten-Bay Terrace-Clearview,"1,293",11.9
2011-15,NTA2010,8148,8,Auburndale,"3,586",47.9
2011-15,NTA2010,8149,8,Whitestone,"3,792",30.7
2011-15,NTA2010,8150,8,Elmhurst-Maspeth,"3,598",41.0
2011-15,NTA2010,8151,8,Murray Hill,"7,875",41.6
2011-15,NTA2010,8152,8,East Flushing,"4,428",49.0
2011-15,NTA2010,8153,8,Woodhaven,"12,504",66.9
2011-15,NTA2010,8154,8,Richmond Hill,"13,786",72.6
2011-15,NTA2010,8155,8,South Ozone Park,"14,906",63.6
2011-15,NTA2010,8156,8,Ozone Park,"4,087",53.7
2011-15,NTA2010,8157,8,Lindenwood-Howard Beach,"1,919",16.5
2011-15,NTA2010,8160,8,Kew Gardens,"6,020",53.8
2011-15,NTA2010,8161,8,Jamaica,"8,430",49.6
2011-15,NTA2010,8162,8,Queensboro Hill,"2,538",38.3
2011-15,NTA2010,8163,8,Woodside,"8,514",49.2
2011-15,NTA2010,8166,8,Laurelton,"4,722",55.5
2011-15,NTA2010,8168,8,Queensbridge-Ravenswood-Long Island City,"5,527",66.9
2011-15,NTA2010,8170,8,Astoria,"22,626",60.6
2011-15,NTA2010,8171,8,Old Astoria,"5,207",41.0
2011-15,NTA2010,8172,8,Steinway,"12,463",57.0
2011-15,NTA2010,8176,8,Baisley Park,"5,384",45.7
2011-15,NTA2010,8501,8,Annadale-Huguenot-Prince's Bay-Eltingville,958,9.0
2011-15,NTA2010,8505,8,New Springville-Bloomfield-Travis,"1,478",10.2
2011-15,NTA2010,8507,8,Westerleigh,"3,874",40.4
2011-15,NTA2010,8508,8,Grymes Hill-Clifton-Fox Hills,"2,202",26.6
2011-15,NTA2010,8511,8,Charleston-Richmond Valley-Tottenville,"1,746",20.7
2011-15,NTA2010,8512,8,Mariner's Harbor-Arlington-Port Ivory-Graniteville,"2,950",26.4
2011-15,NTA2010,8514,8,Grasmere-Arrochar-Ft. Wadsworth,"1,468",23.9
2011-15,NTA2010,8522,8,West New Brighton-New Brighton-St. George,"6,837",49.5
2011-15,NTA2010,8524,8,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,"1,039",8.6
2011-15,NTA2010,8525,8,Oakwood-Oakwood Beach,870,10.2
2011-15,NTA2010,8528,8,Port Richmond,"3,426",48.9
2011-15,NTA2010,8532,8,Rossville-Woodrow,401,5.3
2011-15,NTA2010,8535,8,New Brighton-Silver Lake,"4,003",58.4
2011-15,NTA2010,8536,8,Old Town-Dongan Hills-South Beach,"1,476",15.5
2011-15,NTA2010,8537,8,Stapleton-Rosebank,"4,113",39.8
2011-15,NTA2010,8545,8,New Dorp-Midland Beach,"2,928",35.0
2011-15,NTA2010,8548,8,Arden Heights,404,4.3
2011-15,NTA2010,8554,8,Great Kills,"2,009",12.5
2011-15,CD,101,6,Financial District (CD1),"50,585",54.9
2011-15,CD,102,6,Greenwich Village and Soho (CD2),"50,585",54.9
2011-15,CD,103,6,Lower East Side and Chinatown (CD3),"42,140",54.2
2011-15,CD,104,6,Clinton and Chelsea (CD4),"45,611",44.4
2011-15,CD,105,6,Midtown (CD5),"45,611",44.4
2011-15,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),"36,940",38.4
2011-15,CD,107,6,Upper West Side (CD7),"70,722",60.5
2011-15,CD,108,6,Upper East Side (CD8),"53,675",39.1
2011-15,CD,109,6,Morningside Heights and Hamilton Heights (CD9),"37,134",72.6
2011-15,CD,110,6,Central Harlem (CD10),"26,941",45.3
2011-15,CD,111,6,East Harlem (CD11),"16,634",32.7
2011-15,CD,112,6,Washington Heights and Inwood (CD12),"60,049",77.2
2011-15,CD,201,6,Mott Haven and Melrose (CD1),"26,145",49.0
2011-15,CD,202,6,Hunts Point and Longwood (CD2),"26,145",49.0
2011-15,CD,203,6,Morrisania and Crotona (CD3),"27,741",46.8
2011-15,CD,204,6,Highbridge and Concourse (CD4),"31,177",61.2
2011-15,CD,205,6,Fordham and University Heights (CD5),"31,882",67.2
2011-15,CD,206,6,Belmont and East Tremont (CD6),"27,741",46.8
2011-15,CD,207,6,Kingsbridge Heights and Bedford (CD7),"32,781",70.2
2011-15,CD,208,6,Riverdale and Fieldston (CD8),"20,539",45.5
2011-15,CD,209,6,Parkchester and Soundview (CD9),"31,614",46.2
2011-15,CD,210,6,Throgs Neck and Co-op City (CD10),"13,691",27.4
2011-15,CD,211,6,Morris Park and Bronxdale (CD11),"23,707",50.5
2011-15,CD,212,6,Williamsbridge and Baychester (CD12),"24,158",47.1
2011-15,CD,301,6,Greenpoint and Williamsburg (CD1),"36,038",54.3
2011-15,CD,302,6,Fort Greene and Brooklyn Heights (CD2),"37,253",59.9
2011-15,CD,303,6,Bedford Stuyvesant (CD3),"37,533",64.9
2011-15,CD,304,6,Bushwick (CD4),"31,969",64.9
2011-15,CD,305,6,East New York and Starrett City (CD5),"25,463",42.4
2011-15,CD,306,6,Park Slope and Carroll Gardens (CD6),"40,747",76.9
2011-15,CD,307,6,Sunset Park (CD7),"36,215",72.9
2011-15,CD,308,6,Crown Heights and Prospect Heights (CD8),"42,090",73.3
2011-15,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),"32,874",73.6
2011-15,CD,310,6,Bay Ridge and Dyker Heights (CD10),"37,906",70.3
2011-15,CD,311,6,Bensonhurst (CD11),"46,503",68.8
2011-15,CD,312,6,Borough Park (CD12),"32,521",65.2
2011-15,CD,313,6,Coney Island (CD13),"17,217",35.4
2011-15,CD,314,6,Flatbush and Midwood (CD14),"40,951",67.9
2011-15,CD,315,6,Sheepshead Bay (CD15),"32,668",53.4
2011-15,CD,316,6,Brownsville (CD16),"20,442",42.4
2011-15,CD,317,6,East Flatbush (CD17),"38,381",71.2
2011-15,CD,318,6,Flatlands and Canarsie (CD18),"26,027",35.7
2011-15,CD,401,6,Long Island City and Astoria (CD1),"45,823",57.2
2011-15,CD,402,6,Woodside and Sunnyside (CD2),"30,562",54.0
2011-15,CD,403,6,Jackson Heights (CD3),"30,323",49.9
2011-15,CD,404,6,Elmhurst and Corona (CD4),"18,486",39.1
2011-15,CD,405,6,Ridgewood and Maspeth (CD5),"44,340",66.3
2011-15,CD,406,6,Rego Park and Forest Hills (CD6),"25,366",45.7
2011-15,CD,407,6,Flushing and Whitestone (CD7),"29,900",31.4
2011-15,CD,408,6,Hillcrest and Fresh Meadows (CD8),"22,213",38.1
2011-15,CD,409,6,Kew Gardens and Woodhaven (CD9),"32,310",66.1
2011-15,CD,410,6,South Ozone Park and Howard Beach (CD10),"20,912",49.0
2011-15,CD,411,6,Bayside and Little Neck (CD11),"17,167",37.4
2011-15,CD,412,6,Jamaica and Hollis (CD12),"34,199",44.8
2011-15,CD,413,6,Queens Village (CD13),"30,865",48.1
2011-15,CD,414,6,Rockaway and Broad Channel (CD14),"14,023",30.8
2011-15,CD,501,6,St. George and Stapleton (CD1),"27,405",40.9
2011-15,CD,502,6,South Beach and Willowbrook (CD2),"8,389",16.6
2011-15,CD,503,6,Tottenville and Great Kills (CD3),"6,388",10.5
2011-15,Subboro,1,5,Mott Haven/Hunts Point,"26,145",49.0
2011-15,Subboro,2,5,Morrisania/East Tremont,"28,112",46.9
2011-15,Subboro,3,5,Highbridge/South Concourse,"31,177",61.2
2011-15,Subboro,4,5,University Heights/Fordham,"31,882",67.2
2011-15,Subboro,5,5,Kingsbridge Heights/Mosholu,"32,781",70.2
2011-15,Subboro,6,5,Riverdale/Kingsbridge,"20,539",45.5
2011-15,Subboro,7,5,Soundview/Parkchester,"31,614",46.1
2011-15,Subboro,8,5,Throgs Neck/Co-op City,"13,721",27.4
2011-15,Subboro,9,5,Pelham Parkway,"23,707",50.5
2011-15,Subboro,10,5,Williamsbridge/Baychester,"24,168",47.1
2011-15,Subboro,11,5,Williamsburg/Greenpoint,"36,038",54.3
2011-15,Subboro,12,5,Brooklyn Heights/Fort Greene,"37,373",59.9
2011-15,Subboro,13,5,Bedford Stuyvesant,"37,533",64.9
2011-15,Subboro,14,5,Bushwick,"31,969",64.9
